N-tv	positive		Super app!!! Weiter so	1304331023558
Google News	positive		Exzellente News und Wetter Übersicht in gewohnter Google Qualität!	1410206455815
Spiegel Online	positive		just cool.	1420801626662
N24 News	positive	Top	Übersichtlich schnell direkt informiert	1344320238870
Tagesschau	positive		Die erste deutsche Nachrichten-App die rund läuft. Super! HTC Desire HD	1293181371387
Spiegel Online	positive	Es gibt nix zu meckern,	schnelle und umfangreiche Information, Daumen hoch!!!	1424099339204
Sueddeutsche	positive	Schnell & Schön!	"Auf meinem Fairphone flutscht die App seit dem Update am 13.10.2014 so richtig. Die Homepage lädt sehr schnell und mir gefällt die kleine ""Schwupp""-Animation, mit der am unteren Bildrand beim Runterscrollen neue Meldungen erscheinen. Was ich jetzt tatsächlich auch nutze, ist die Navigation zu den Ressorts. Die Liste ist seit dem Update gruppiert und damit einfach viel übersichtlicher. Happy :-)"	1413484176619
Tagesschau	positive	Wieso ohne Audio-Pause?	Funktioniert als Nachrichten App bestens.	1426995019029
N-tv	positive	Super bis auf Widget	Widget beendet sich ständig von selbst auf dem Tablet. Ansonsten super App.	1387124398374
Tagesschau	positive		Klappt einwandfrei.	1293647191572
Spiegel Online	positive	Super	ist kostenlos und seht informativ	1426969189383
Tagesschau	positive		Macht wadet soll	1395053928937
N-tv	positive	Alles . . .	. . . was man wissen muss, wird sehr gut präsentiert.	1410198119061
Zeit Online	positive	Sehr gut mit Bug	Eigentlich eine sehr schöne APP, nur dreht sich der Display auch, wenn ich es eigentlich gesperrt habe.	1413923671746
N-tv	positive	Alles Top	Funktioniert alles so wie es soll	1329240689643
Sueddeutsche	positive		Sehr gut!	1426699539969
Spiegel Online	positive		Sehr gut die Nachrichten	1421475545264
Focus Online	positive	Hängt sich beim aktualisieren auf. S3	Seit letztem update.	1408056095562
Spiegel Online	positive		Man ich immer auf dem neuesten Stand	1421428084413
Focus Online	positive		Interessant und gut zu lesen, auch die Schriftgröße stimmt.	1429524715715
N24 News	positive	Eigtl perfekt	Aber bitte bitte widgets für den normalenscreen, sodass mann nicht immer die app manuell öffnen muss	1391551362392
Focus Online	positive	Schnell informiert	Aktuell und in guter Aufmachung.	1410328188836
N24 News	positive	Sehr gut!!!	Diese app ist sehr übersichtlich aufgebaut und beinhaltet die wichtigsten Themen, doch eine Funktion vermisse ich dennoch. Wenn man sich einen Beitrag auf die Merkliste setzt, sollte dieser direkt herunter geladen werden, sodass man diesen auch offline lesen kann. Sonst sehr zufrieden! Must have für jeden, der immer auf dem laufenden sein will.	1345577321358
Sueddeutsche	positive		Top	1418889832402
Focus Online	positive	Tolle sehr übersichtliche app.	Sehr informativ	1428163914714
Tagesschau	positive	Endlich	Super App und dann kommt ein update und nichts geht mehr aber jetzt geht wieder alles richtig gut	1399691520092
Tagesschau	positive		Einfach spitze	1402207515167
N-tv	positive	Umsonst und ohne Abo Zwang	Verwende die N-TV news App schon sehr lange und bin sehr sehr sehr zufrieden. Man wird kostenlos mit dem aktuellen Weltgeschehen versorgt ohne im Monat viel Geld für ein Abo zahlen zu müssen, was gerade mir als Schüler sehr zu gute kommt.	1423387962649
Focus Online	positive		Kurz und knapp, einfach gut.	1402945310722
Heise Online	positive		Sehr gut und flüssiges möglich, etwas seltenes bei Android.	1297720668000
Bild	positive	Bild	Ab und zu zulangsam oder hängt	1404672143434
N-tv	positive	Informativ und schnell	Sehr gute App, wenn man nicht unbedingt die Zeit zum Fernsehschauen hat. Perfekte Informationsquelle für alle diejenigen, die mehr Zeit zur Uni oder zur Arbeit im Zug verbringen, als überhaupt zu Hause zu sein ;)	1339711661428
Focus Online	positive		super nachrichten app	1411284538706
N24 News	positive	Läuft flüssig !!!	Die APP läuft flüssig auf meinem Nexus 7, selbst Videos starten schnell unter 3G, top aktuelle news und Sport Berichte und live ticker. Klare Empfehlung von mir.	1407602859296
Spiegel Online	positive		Alles gut!	1415316392879
N-tv	positive		Top, aktuell immer schnell informiert	1324386611739
Heise Online	positive	Läuft einwandfrei, sehr praktisch!	Getestet unter Android 2.3.3.	1307295148142
Spiegel Online	positive		Informativ sachlich übersichtlich	1419955115989
Sueddeutsche	positive	Sehr gut	sind applayout und Inhalt bei der SZ! Na ja, war ja auch zu erwarten!	1415780871414
Focus Online	positive	Top.....so wie es sein sollte!!	Bitte auch weiterhin kostenlos dann sogar 6 Punkte :-)	1414691330886
Bild	positive		"hin und wieder etwas unübersicht..aber:aktuell und ""pausen""informativ.die grundidee einer app:).top"	1404069932234
Tagesschau	positive		Wo ist die app???????? Nach update verschwunden!! Jetzt isse wieder da 😁😁	1428690885829
Bild	positive		Immer Brand-Aktuell. Manchmal zuerst mit etwas halbgaren Informationen, aber eben Brand aktuell. Und die App an sich ist richtig super..	1414404332467
Spiegel Online	positive		Gute Informationen immer aktuell	1425651600193
Spiegel Online	positive	Passt	Sehr informativ!	1427133924714
Focus Online	positive		Einfach nur super.	1427027747241
N-tv	positive	Super App	Beste Nachrichten-App, die es gibt. Sehr übersichtlich gestaltet, immer aktuell, funktioniert auch immer ohne Probleme und es gibt auch sehr viele Information zu sehr vielen Kategorien. Zu dieser App gibt es meiner Meinung nichts zu kritisieren.	1429088525733
Tagesschau	positive		Sehr nützlich,auch die eilmeldungen!	1323083406050
Bild	positive		Mittlerweile gut	1403698537244
Focus Online	positive		Gefällt mir	1405489943005
Spiegel Online	positive	Sehr informativ	immer auf den neusten Stand, aber kein Ersatz für die Zeitschrift! Macht einfach keinen Spaß auf dem Handy zu lesen!	1406627974961
Focus Online	positive		Gute app	1409227056105
N24 News	positive		Ist super.	1409853005983
Focus Online	positive		Gute App.	1410377024432
Spiegel Online	positive	Problem schnell gelöst.	Alles super.	1400444032778
Tagesschau	positive	Eilmeldungen	Wer entscheidet bei dieser App eigentlich über die Eilmeldungen ? Fällt da immer nur aus Versehen der Stift auf die Senden-Taste ? Nicht nachvollziehbar ...	1330381192002
Spiegel Online	positive		Sehr informativ	1419618876861
Focus Online	positive		immer Aktuell. Top	1416658683871
Focus Online	positive		App okay	1421382679012
Focus Online	positive	Suupi	Top	1401075171355
Focus Online	positive		Suuuuper gute Infos	1405350781074
N24 News	positive	Beste	Wirklich beste app, alles ist drin news,wetter,bilder sogar live streams die berichtet wereden alles in bester qualität und alles auf dem neusten stand hat sich wirklich 5 sterne verdint	1432827886486
Focus Online	positive	Passt	Immer aktuell !	1425581239435
Focus Online	positive	Gute Nachrichtenapp	Vollkommen zufrieden	1419759457048
Heise Online	positive		Darstellung auf motorola milestone sehr unübersichtlich.	1296216970727
Zdfheute	positive		Sehr gute Informations App	1411888072538
Focus Online	positive	Schnell und aktuell	Super schnelle und aktuelle Informationen. Einzig negativ dass auch viel unnütze Informationen dabei sind. Hier wäre eine den persönlichen Bedürfnissen entsprechende Spezialisierung wünschenswert.	1398940747890
Spiegel Online	positive	Spiegel Online	Erstklassige Infos im modernen Layout ohne technische Probleme	1425828292478
Bild	positive		Ansich ist die App ja ganz gut.	1433255684386
Sueddeutsche	positive		Super	1426322156451
Focus Online	positive	FOCUS	Top aktuell und sehr gut gestaltet!	1430838267268
Spiegel Online	positive		Gute Darstellung	1429787930802
Focus Online	positive		Super App	1403645410023
Tagesschau	positive	Super App.	Beste Nachrichten App. Übersichtlich, informativ und läuft sehr stabil. SGs2	1347648722394
Tagesschau	positive	Ok	Jetzt wieder fünf	1428686075748
Sueddeutsche	positive	Neueste Infos ansprechend gestaltet	Wer informiert sein will, findet hier immer das neueste. Ich lese die sz jeden tag und das kostenlos!	1425971693758
Sueddeutsche	positive		Prima. Kaum Werbung und super übersichtlich. Macht richtig Laune	1366826551001
N24 News	positive		Zeit ist es geworden ;-)	1344457779309
Tagesschau	positive	Bin begeistert	Klasse... immer in hundert Sekunden das Wichtigste... seriös und jetzt auch schneller geladen... super mit Gebärden... aber warum so klein, dass man s kaum erkennen kann? Nett auch die Sendung vor zwanzig Jahren und nützlich die News aus dem Web... empfehle ich oft... nur bitte sparsam mit Eilmeldungen umgehen, die einen nachts wecken...	1358377121442
Spiegel Online	positive		Immer aktuell	1415554986598
Spiegel Online	positive		Schnell und informierend	1415808567503
Focus Online	positive	Aktuell	Aber manchmal zu reißerisch.	1433233691500
Tagesschau	positive	Startet wieder	Jetzt bin ich voll zufrieden...	1428898440014
Spiegel Online	positive		Immer top aktuell!	1419629099382
Spiegel Online	positive		Gut	1421614962347
Focus Online	positive	Super App	Macht das was sie soll	1405253214516
Tagesschau	positive		Läuft auf Desire einwandfrei, mit letztem Update! Für mich die beste und wichtigste App!	1298070100227
Focus Online	positive		Aktuell und sehr schnell gut	1408369719805
Spiegel Online	positive		Super Berichterstattung	1416124518396
N24 News	positive	Gute App	Bin immer gut informiert	1388763889241
N-tv	positive	1A	Und läuft!.	1334570274774
Spiegel Online	positive	Bestens informiert!	Kleine news, große news... Immer was zum lesen. Schon fast zu viel!	1431068818032
Sueddeutsche	positive	Gut	Aber warum hören manche Artikel mitten drin einfach auf? So als würde irgendwas den Text verdecken?	1414926265433
Spiegel Online	positive	Spiegel	So gut wie gedruckt!	1431804179488
Bild	positive	Samsumg S4	Geil 5 Sterne von mir.	1397850019650
Bild	positive		Gut?? M	1376808030562
Tagesschau	positive	Informativ	Für eine mainstream Medien App ist sie echt gut.	1408957530895
N-tv	positive		Die beste Nachrichten App schlechthin. Super.	1407862002361
Tagesschau	positive		Fünf Sterne, auch wenn die App auf meinem G1 mit Android 2.2.1 ständig Abstürzt.	1293129514855
Spiegel Online	positive	Schon ganz ok	Also Videos laden bei mir nicht, aber das ist schon ok. Was mich allerdings am meisten nervt, sind die Anzeigen, da sie den Bildschirm verkleinern. Sonst schickt die App viele Eilmeldungen raus, die aber nicht wirklich dringend scheinen. Alles in allem ganz gute App, hängt nicht und lädt schnell.	1427127086245
Tagesschau	positive	Sehr gut	Nach neuestem Update ist alles wieder gut	1428692626481
Sueddeutsche	positive	Klasse sache	Kostenlos qualitativ hochwertige Nachrichten, was will man mehr?	1425941841884
Google News	positive		Super , macht genau das was es soll.Ohne viel schnick schnack.	1409692268301
Zdfheute	positive	Sehr schnell und angenehm zu bedienen	Sehr schnelles Scrollen, viel besser als in der Spiegel Online App. Angenehme Textdarstellung. Top!	1362217610536
Zdfheute	positive	Top	Klasse app und tolles Konzept, eine app die von Anfang an so gut läuft gibt es nicht so oft	1362264356349
Focus Online	positive	Klasse	Alles was man Frau braucht	1410975450210
Sueddeutsche	positive	Sehr gute App	Informationsreich	1417444708878
Tagesschau	positive	Gut gelungen	Gefällt mir	1333801470345
Focus Online	positive		Weiter SO.Prima!!!!👍👍👍	1421727380690
Focus Online	positive		Geil	1429679358541
N-tv	positive		Nachrichten schnell und Aktuell. Für mich die beste Nachrichten-App	1309460138562
Spiegel Online	positive	Super App	Läuft stabil und ist für mich die Nummer 1 Nachrichten App	1432063885841
Spiegel Online	positive	Immer aktuell	Super app, immer informiert.	1416977164214
N-tv	positive	Beste App	Das ist die beste App die es zur Zeit für Nachrichten gibt! Großes Lob an die Macher! Nur schade das man sich die Videos und Bildergalerien nicht runter laden kann. Wenn das mal geht gibt's 5 Sterne.	1386098840640
Spiegel Online	positive	Gute App	Genau wie die Online Seite, sehr informativ und gut dargstellt	1415697789654
Tagesschau	positive	Super für zwischendurch	Bin super zufrieden nachrichten schnell und einfach ansehen oder die sendungen aus dem fernsehen sehen und man kriegt sogar eilmeldungen man ist also immer auf dem laufenden	1341217681831
Tagesschau	positive	Top	Für nachrichten echt super.	1349206165733
Focus Online	positive		Gut	1422382566803
Spiegel Online	positive		Sehr gut etwas unübersichtlich	1389606386385
Focus Online	positive	Aktuellste Nachrichten App	Push Nachrichten etwas zu häufig, sonst top	1398639877886
Tagesschau	positive		Alles wieder super!	1428696005537
Tagesschau	positive	Sehr gut	Einfach und übersichtlich, eine äusserst effiziente Information. Danke.	1395736740103
Spiegel Online	positive		Immer aktuell und gut informiert	1419926945761
Tagesschau	positive		Echt klasse, Nachrichten neutral, kurz und aktuell.	1312698523190
Bild	positive	Super	Klar...wenn man etwas immer wieder aktualisiert, wie es die bild bei der app nun mal tut, was ich sehr schön, professionell und bildphilosofisch korrekt finde, kann sich da schon mal, gerade bei schlechtem netz schon mal weg hängen. Ist ja auch noch ne ausgereift. Aber trotzdem sehr geil. Danke.	1409957881296
N-tv	positive	Ich bedaure...	".. eigentlich nur, dass ich diese App nicht schon viel eher für mich entdeckt habe. Bin absolut zufrieden mit Art und Umfang der Informationen.Schön wäre noch eine zusätzliche Rubrik ""Gesundheit"", falls ich da etwas übersehen habe, sorry, so lange habe ich die App nämlich noch nicht. :-) Aber ich bin auch so zufrieden, wie gesagt."	1421495158844
Spiegel Online	positive	Unverzichtbar!	Gute Informationen in guter Aufmachunh.	1424494829766
Spiegel Online	positive	Tor-News	Die Tor-News funktionieren nicht mehr ordnungsgemäß.	1432389795012
Sueddeutsche	positive	Beste Information	Schnell und kompetent informiert!	1427818578581
Focus Online	positive		Wenn es noch Kommentare in der App geben würde gibt's von mir 5 Sterne. Ansonsten gibt leider in fast jedem Artikel Fehler in Rechtschreibung und Grammatik. Das muss sich bei einem Portal wie dem Focus ändern.	1405001291767
Bild	positive		Super App. Immer aktuell.	1414339881645
Spiegel Online	positive	Gut und ūbersichtlich gestaltet.	Reagiert schneller als vorher.	1419148597695
Focus Online	positive	Super	Tolle App.!	1430717132790
Tagesschau	positive		Cool	1395726879759
Spiegel Online	positive	I love it	Sehr gut gepflegte APP. Sollte es Probleme geben werden sie i.d.R. schnell behoben. Funktioniert bei mir in der aktuellen Version auf dem Note3 anstandslos.	1415818435666
Spiegel Online	positive		Interessante Themen und wenig Werbung top!!!	1416216300378
N-tv	positive		Du	1391184479324
N-tv	positive	Ich liebe diese app	Schnell und zuverlässig, und ohne Werbung	1404539669873
Focus Online	positive	Samsung galaxy 4	Bin sehr zufrieden immer aktuell	1422038589306
Sueddeutsche	positive	Super!	Alles in gewohntem Format,die Option zur Personalisierung der Themenreihenfolge ist ein schönes Bonbon :)	1360169780457
Sueddeutsche	positive	Die beste und schnellsten Informationen	weiter so	1426230519637
N-tv	positive		Bis jetzt alles gut,danke.	1421234099262
Spiegel Online	positive		Habe noch nie ein Problem mit dieser App gehabt	1416079751501
Focus Online	positive	Super	Alles prima	1402850858842
Spiegel Online	positive		Immer top aktuell, weniger Meinung mehr Fakten und auch Artikel zu wissenschaftlichen Themen	1415508381040
Sueddeutsche	positive	Super app	Nachrichten mit umfangreichen Einstellungen. Bis lang keine Probleme aufgetreten.	1419557980895
Spiegel Online	positive	Gut und schnell	Spiegelleser wissen mehr	1427130750511
Tagesschau	positive	Wow!	Super app, als ich sie installiert hatte war ich richtig geflasht, was sie alles kann.	1376416553830
Focus Online	positive		Täglicher Begleiter	1423053011421
N24 News	positive	Nicht schlecht...	Eigentlich gar nicht schlecht. Aber ein widget wär nicht schlecht:-\	1373489485893
Spiegel Online	positive		Die Meldungen sind sehr frisch und lassen sich gut lesen	1427379387675
Tagesschau	positive		Super App. Auf dem HTC-Wildfire stimmt leider das Seitenverhältnis nicht ganz. Lässt sich wohl auch nicht einstellen.	1312143589171
Focus Online	positive		Sehr gute app :)	1401213441767
Tagesschau	positive	Wau	Funzt nun Super	1360165196999
Spiegel Online	positive	Eilmeldungen..	Die Eilmeldungen kommen meiner Meinung nach zu Spät.Da ist Focus online schneller!Ansonsten sehr übersichtliche und schöne App.	1414044226023
Focus Online	positive		Praktisch, schnell, problemlos.	1422720247643
Tagesschau	positive	Stürtzt manchmal ab!!!!	Gutes App,aber die App stürtzt immer wieder ab!!! Nervt!!!!!	1370607594161
Focus Online	positive	APP funktioniert Samsung Note4	Ich finde die App gut. Andy	1421838386142
Spiegel Online	positive		Immer aktuelle Informationen	1420665408913
Spiegel Online	positive		Find ich sehr gut	1433949602703
Sueddeutsche	positive		Nicht schlecht. ..Aber ich kenne bessere Zeitungsapp's	1422720879460
Spiegel Online	positive	Top	Wichtige, interessante, aktuelle Infos, gut ausgewählt, informativer Text und alles passend zusammengestellt.	1417958414756
Tagesschau	positive		Sehr gut	1388422970693
Tagesschau	positive		Super, so ist man stets auf dem Laufenden	1400672672862
Bild	positive		Einfach super.	1396954241413
N-tv	positive	gut	immer das neuste von ntv mir gefällts nur ne suchfunktion wäre noch cool	1360619914524
Focus Online	positive		Sehr gut aufgebaut und kurz und knapp berichtet	1432332296891
Sueddeutsche	positive	Sehr infotmativ	Sehr übersichtliche und dabei stabil laufende APP.	1387560554530
Focus Online	positive	Sehr gut.	Daumen hoch	1422084382145
Focus Online	positive		Alles was ich schnell wissen muss ;-)	1430229886401
N-tv	positive	Alles bestens	Sehr gute Nachrichten APP	1386875012455
Tagesschau	positive	Super	Super	1393501091057
Google News	positive	Super	Diese App ist immer zuverlässig.	1417781444650
N-tv	positive		Ideal als Ergänzung zur Lokalzeitung.	1390738737378
Sueddeutsche	positive		Besser als nur Netzhäppchen...	1421948154304
Reuters	positive	Just perfect	Nice and smooth news app	1409729764581
Spiegel Online	positive	Gefällt	Läuft auf dem Cynus T2 ohne probleme und ich bin durch die app immer gut informiert , das große widget und pack&go gefällt mir besonders gut.	1395939028366
Tagesschau	positive	Sachlich und informativ.	Man findet auch bei der App gewohntes Niveau von der ARD.	1384660387767
Zeit Online	positive		Nur noch bitte,das Wetter dazu	1406473814231
Tagesschau	positive		Sehr gut	1331756921212
Tagesschau	positive		prima app, funktioniert hervorragend !	1352646617853
Focus Online	positive		Gute App mit viel Informationen	1423127221903
Zeit Online	positive		Beste Zufriedenheit!!!	1432978593958
Focus Online	positive	Focus App	Ist prima,schnelle und aktuelle Nachrichten !!!!	1430030515518
Zdfheute	positive		Finde es super immer die neusten Nachrichten	1388437453589
Focus Online	positive	Ohne Blabla . .	. . . einfach nur gut.	1424155363532
Spiegel Online	positive		Super	1413456070795
Spiegel Online	positive	Besser seit dem update	Geht doch :)	1422792878949
Focus Online	positive	Schnelle Infos	Tut was es soll und auch ein informativer Zeitvertreib	1430308778269
Spiegel Online	positive		Alles so wie ich es vom Spiegel kenne	1427280162559
N24 News	positive	Liveticker	So wie schon gesagt. Liveticker funktionieren wieder, somit volle Punktzahl. Eine super Nachrichten app	1410520307125
N-tv	positive		Sehr gut	1430151849204
N-tv	positive		Toll, einfach toll	1425463713193
Focus Online	positive		Sehr gut	1420884761770
N-tv	positive		Toll *****	1430282845336
N-tv	positive	Ea geht	Außer die nerwigen eilmeldungen auch in der nacht ist 5sterne	1328825861160
Sueddeutsche	positive		Wie erwartet sehr gut.Total zufrieden.	1395735405445
Focus Online	positive	Macht, was sie soll	Die App informiert übersichtlich und auf einen Blick. News können nach Themen gefiltert werden. Läuft auf Note 4 einwandfrei. Alles in allem eine App, die macht, was sie soll.	1431103206826
Focus Online	positive		weil	1413262677910
Focus Online	positive	Samsung S5	App ist besser geworden als vorher.	1410953087405
Focus Online	positive	Focus Online	Sehr gute App hat die Sterne verdient!!! Müßte nur schneller aufladen! Immer noch nicht schneller bei Live viel zu langsam beim runterladen.	1421862088691
Focus Online	positive		Tool	1425024149542
Tagesschau	positive		Top news app (stabiler als die Stern.de App) sie läuft flüssig auf meinem Galaxy 3. Nett wäre jedoch noch Multitouch Zoom. Livestrean geht nicht.	1293044847397
Spiegel Online	positive		Gute app. Ich empfehle euch sie zu installieren	1418566759484
Sueddeutsche	positive		Beste Newsapp	1419148438126
Bild	positive	Top aber..	Top aber kostenlos wär natürlich schöner.. Außerdem könnte die app etwas schneller sein. Trotzdem daumen hoch!	1371360775142
Google News	positive	Gefällt mir	Gefällt mir bisher gut für einen schnellen Nachrichtenüberblick. Sogar Wetter stimmt meistens. Bisher leider noch nie eine Benachrichtigung über wichtige News erhalten. Daher 4 🌟	1429464097331
Spiegel Online	positive	Gut aber...	Etwas weniger BILD mehr Spiegel wäre auch gut...	1415565638163
N-tv	positive	SuperApp...	Auf Samsung tablet 12.2 läuft alles klasse...	1416033011604
Sueddeutsche	positive	Eine sehr empfehlenswerte APP	Sie ist sehr übersichtlich und wie gewohnt journalistisch ausgezeichnet. Für mich ist sie sehr unterhaltsam .Alles Wesentliche ist schnell zu finden. Sie läuft auf Nexus 7 ohne Probleme . Das Handling erschließt sich intuitiv. Was will man mehr : also 5 Sterne.- Die 5 Sterne vergebe ich auch heute 3/2015. Sie ist durch die Überarbeitung noch besser geworden.	1425987569172
Bild	positive	Bild	Langsam wird sie besser	1414576181576
Focus Online	positive	Super App	Schnelle Nachrichtenübermittlung und in der neuen App auch Börseninfos	1415303078688
Focus Online	positive		Aktuelle Nachrichten	1423571794405
Focus Online	positive		sehr informativ und immer aktuell!	1433939465394
Bild	positive	Gut	Ich finde diese APP Klasse habe ein huawei p6 ascent von Abstürze bei mir keine Spur. nur eine kleine Anmerkung die Bild+ würde ich gerne als extra Kategorie sehen und nicht mittendrin. Alles bestens .	1403510299947
Spiegel Online	positive	Einfach klasse	Die App tut was sie soll, sie informiert zuverlässig.	1427992594971
Spiegel Online	positive	Gute infos	Sachlich	1416373403632
Tagesschau	positive	Funktioniert nicht mehr	Trotz Neuinstallation tritt immer wieder ein unbekannter Fehler auf. Schade, war seit über einem Jahr meine Nachrichten app... Funktioniert wieder einwandfrei und deswegen 5*	1399651468342
N-tv	positive	Inhalt ist Klasse	Nur könnte die App vom Design her etwas aufgefrischt werden. (Materialized)	1408117826083
N-tv	positive	Widget - keine Aktualisierung	ansonsten gut.......leider aufgrund der fehlenden Aktualisierung des Widgets keine andere Punktevergabe; Fehler behoben, Bewertung angepasst.	1427197684481
N-tv	positive	Durchdacht!	Für mich als Formel 1 Fan eine super Kombination. Man bleibt beim Weltgeschehen auf dem laufenden und kann sich super schnell über seine Interessen informieren.	1363381179074
Focus Online	positive	Sehr gut	Ich liebe diese App	1414942730247
Heise Online	positive		Leute kauft euch ein Telefon. Ist zwar keine Rakete, läuft aber sogar auf dem Tattoo vernünftig.	1297369624371
Spiegel Online	positive	Update	28.10.14 Doofes update. Wieder mal verschlimmbessert. 29.10.14 Vielen dank an den technik support. Jetzt funzts wieder.	1414611811406
Spiegel Online	positive	Pack & Go. geht nicht mehr	Pack & Go. geht nicht mehr Inzwischen funktioniert packngo perfekt, insbesondere können Artikel parallel heruntet geladen werden !	1418495171833
Tagesschau	positive		Tolle app.	1312397687975
Focus Online	positive		Sehr gut	1399468297258
N-tv	positive		Besser geht es z.Z. nicht!	1388673015634
Spiegel Online	positive	Spiegel online	Bestes deutsches nachrichtenmagazin	1415698797738
Focus Online	positive	Immer aktuell	...Man bleibt immer auf den Laufenden. ..	1414504322974
Tagesschau	positive	Prima.	Informativ und nett gemacht.	1389412874243
Focus Online	positive		Einfach nur super	1406957851458
N-tv	positive	Funktioniert und informiert	Läuft gut. Einziger Minuspunkte ist, dass beim drehen des Smartphones in einer Nachricht beim zurückdrehen das Hauptmenü der APP angezeigt wird.	1408181743833
Bild	positive		Alles ok! Super immer. Acktuel	1433396782128
Msn Nachrichten	positive	Leider	lassen sich die News nicht laden. Galaxy S5. Ohne MS Konto Anmeldung geht es.	1419996580777
Spiegel Online	positive		Bin sehr zufrieden	1425464274607
Focus Online	positive		Immer direkt am Ball. Toller Service.	1416852349195
Spiegel Online	positive	Prima App	Funktioniert auf meinem Wiko Darkmoon ausgezeichnet! Immer aktuell, was will man mehr?	1416258402897
Tagesschau	positive		Auf dem DHD einfach super. Nichts zu bemängeln, keine Werbung, keine fragwürdigen Berechtigungen und immer ein aktueller + guter Nachrichtenüberblick	1319132074762
Zeit Online	positive		Sehr gut	1400941372780
Zdfheute	positive	Top	Richtig gut im Vergleich zum Mediathek-Desaster.	1362148268942
Focus Online	positive		Das funktioniert alles gut und verständlich.	1412607522417
Spiegel Online	positive		Sehr gut.	1418544405170
Tagesschau	positive		Sehr übersichtlich top	1313004979165
Focus Online	positive	Top	Top App 👍	1428247939685
Focus Online	positive	Sehr gute Info-App	Allerdings mit einigen recht oft auftretenden Rechtschreibfehlern in gefühlt jedem 2. Artikel (nicht dramatisch, aber wirkt nicht gerade professionell).	1424515853730
Focus Online	positive		Super	1429965722699
Spiegel Online	positive		Klappt gut	1406701870467
Focus Online	positive	Focus online	Schnell auf dem neuesten Stand. Bitte weniger Rechtschreib und Inhaltsfehler! Politische Themen scheinen neutral recherchiert zu sein.	1430256687224
Heise Online	positive		Super App. Vorzeige Nachrichtenapp!	1296070443945
N-tv	positive	Beste nachrichten app	Beste nachrichten app die es zurzeit gibt.nur das der text jetzt nach dem update so weit links ist stört.	1338502628399
Tagesschau	positive	Sehr schön, aber schlechte Bildqualität	Eigentlich tolle App, die Bildqualität ist aber häufig suboptimal, auch wenn auf hohe Bildqualität gestellt ist.	1379751701795
Spiegel Online	positive		Informativ und übersichtlich	1433271115810
Bild	positive		Super und mit Bild Mobil alles kostenlos	1411809169566
Spiegel Online	positive	Sehr zufrieden	Sehr einfach und klar konzipiert.	1415865274936
Heise Online	positive	Nach Update-Problemen wieder benutzbar	Dennoch gelegentliche Abstürze	1414008722433
N-tv	positive	G	eil	1416398684239
Sueddeutsche	positive		Alles gut	1416648854577
Spiegel Online	positive		Ausführlich, informativ, übersichtlich. Stabil,	1414425401569
Heise Online	positive		Arbeitet schnell auf Desire Z. Top App, gute Artikel, wie man es von heise gewohnt ist.	1296795796948
Tagesschau	positive	Nett	Gute app	1360172751706
Sueddeutsche	positive	Tolle App, aber...	Eine Kleinigkeit fehlt; die Filterungen von PushUp Nachrichten. Hier wäre es schön diverse Filter zu ermöglichen. Z.B. interssiert mich Sport, Bzw. Fußball gar nicht und möchte dazu auch keine.	1431955675931
Spiegel Online	positive	Super	Immsuper Nachrichten informartionen	1416165763042
Focus Online	positive		Sehr gute app	1419801428347
Focus Online	positive	Sehr aktuell. ..	Immer live und aktuell dabei...ein paar Filter wären ganz praktisch, man interessiert sich ja vielleicht nicht für alles...	1405780235303
Focus Online	positive	Sehr gut.	Macht was sie soll,gibt nichts zu meckern!!!	1406384745508
Spiegel Online	positive		Funktioniert super,sehr informativ	1415599085653
Spiegel Online	positive		Ganz gut einfach aktuelle Meldungen zu lassen.	1427508776795
Spiegel Online	positive		Guter Überblick. Könnte manchmal aktueller sein	1420187977764
Zeit Online	positive		Super	1401993358452
Focus Online	positive	Alles gut	Antonow	1424450578038
Heise Online	positive		super, aber telepolis fehlt leider	1296301621682
Sueddeutsche	positive	Gut & informativ!	App erfüllt sein Zweck, kein Grund zu meckern!	1427876550776
Spiegel Online	positive	Automatische Aktualisierung	Könnte man nicht selbst bei Bedarf aktualisieren? Die App macht sich nach Lust und Laune selbstständig, am liebsten wenn man mit der Bahn in ein Funkloch fährt.	1404533431486
Tagesschau	positive	Samsung i9003	Klasse!!	1343337608082
Bild	positive		Alles	1403628261848
Sueddeutsche	positive		Gut informiert, auch über weniger Mainstream Themen	1416956557012
Spiegel Online	positive		Schöne App hat aber manchmal kleine Fehler, sodass nur der link des Artikels angezeigt wird	1423823951758
Spiegel Online	positive		Übersichtlich	1418382160278
Focus Online	positive	Im Focus	"Gut gegliederte App. Vor allem der ""Sport Live"" Teil gefällt mir."	1430941750309
N-tv	positive		Super. Endlich funktioniert Download2Go wieder. -> Milestone 2	1303491840450
Bild	positive	Gucke jeden Tag rein	Ich mag die Aufmachung und lese jeden Tag BILD online. Allerdings würde ich auch gern zu einigen Themen Kommentare abgeben. Wie geht das? Ich kann immer nur die Kommentare der anderen lesen..	1420495478515
N-tv	positive	Gute App	Man wird zeitnah informiert. Funktioniert sehr gut. Weiter so.	1351671224959
Focus Online	positive		Ich mag die App. Funktioniert einwandfrei.	1430109660518
Tagesschau	positive	Gut	Läuft bei mir ☺	1425113983206
Focus Online	positive		Wichtige Informationen immer top aktuell und ueberall.	1425446443977
Focus Online	positive		Weltgeschehen , erste Hinweise.	1408605955060
Sueddeutsche	positive		Top!	1426347705029
